EntidadWifi,NombreEntidad,HORARIO,EQUIPAMIENTO,TRANSPORTE_1,Linea_1,TRANSPORTE_2,Linea_2,ACCESIBILIDAD,CONTENT-URL,VIA,TIPO-NUM,NUM,CIUDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWifi
1954,Centro_Cultural_Fernando_de_los_Rios,"Horario de verano: durante los meses de julio, agosto y septiembre, de 9 a 21 horas. Cerrado sábados y domingos.   Horarios de apertura:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas y de 16 a 20:30 horas  Horarios de atención al público:  Lunes a Jueves: de 8:30 a 14 horas y de 16 a 18:30 h. Viernes de 8:30 a 14:30 horas.",Sala de exposiciones. Salón de actos y auditorio con aforo máximo para 194 personas). 11 aulas. Cafetería. Zona WIFI.,Bus_Madrid,"Líneas- 25, 31 y 138.",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_CAMARENA,V,10,MADRID,MADRID,28047,4,ALUCHE,10,LATINA,435819,4471933,40.39552931214334,-3.7562667464373223,917198930_917198931_917198993,ccfrios@madrid.es,CentrosCulturales
4703628,Centro_Cultural_Fernando_Lazaro_Carreter,"De lunes a jueves, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Julio, de lunes a viernes, de 10 a 13 horas. Semana de San Isidro, de lunes a viernes, de 10 a 13 horas.  Agosto y festivos, cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 238 personas) 10 aulas Zona wifi,Metro_de_Madrid,"Marqués de Vadillo (línea 5), Plaza Elíptica (línea 6 y 11)",Bus__Madrid,116,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD,CALLE__DE_VERDAD,V,29,MADRID,MADRID,28019,2,OPANEL,11,CARABANCHEL,439136,4471474,40.39164455403764,-3.717137582860074,914690895,cclazaro@madrid.es,CentrosCulturales
12205092,Centro_Cultural_Fuente_de_San_Pedro_-_Valderrivas,Horario de secretaría:   De lunes a jueves de 11:30 a 14:30  y de 17 a 19 horas. Viernes de 11:30 a 14:30 horas.   Horario de verano: de lunes a viernes de 11:30 a 14:30 horas.  Semana de San Isidro:    De lunes a jueves de 11:30 a 14:30  y de 17 a 19 horas. Viernes de 11:30 a 14:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de exposiciones Sala de lectura y estudio.  Salón de actos / Auditorio (Aforo: 250 personas).  10 aulas. Zona wifi.,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67d82728d0f1c810VgnVCM2000001f4a900aRCRD,CALLE__DE_TITANIO,V,5,MADRID,MADRID,28032,3,VALDERRIVAS,19,VICALVARO,448965,4472570,40.40218085880392,-3.60141148450391,917753200,cscvicalvaro@madrid.es,CentrosCulturales
1921,Centro_Cultural_Galileo,"Horario de Secretaría:   Lunes y jueves, de 9 a 14 y de 15:30 a 16:30 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Espacios   Centro cultural y patio Espacio Anexo Teatro Quique San Francisco   Servicios   2 Salas de exposiciones 1 Sala de lectura y estudio 1 Salón de actos / Auditorio (Aforo 175 personas) Aulas Wifi,Metro_de_Madrid,Quevedo (línea 2),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_GALILEO,V,39,MADRID,MADRID,28015,2,ARAPILES,7,CHAMBERI,439741,4476139,40.433719454283505,-3.7104468992841753,915913901,ccgalileo@madrid.es,CentrosCulturales
70243,Centro_Cultural_Gloria_Fuertes,"De lunes a viernes, de 9 a 14 y de 15 a 17 horas.    Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 6 Aulas Zona wifi,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e5068540e41c010VgnVCM2000000c205a0aRCRD,AVENIDA__DE_LOGRONO,V,179,MADRID,MADRID,28042,5,CORRALEJOS,21,BARAJAS,449666,4479054,40.4606308732073,-3.59366944150524,913120243,ccgloriafuertes@madrid.es,CentrosCulturales
1930,Centro_Cultural_Hortaleza,"De lunes a jueves de 9 a 14 horas y de 17 a 19 horas.Viernes, de 9 a 14 horas. Verano y semana de San Isidro de lunes a viernes de 9:00 a 15:00 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 124 personas) Salas de ensayo 5 aulas Zona wifi Máquinas vending de café, bebidas y sandwiches",Metro_de_Madrid,Parque de Santa María (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_SANTA_VIRGILIA,V,15,MADRID,MADRID,28033,4,PINAR_DEL_REY,16,HORTALEZA,445577,4480880,40.47682410775741,-3.6420497457238,913821493,cchortaleza@madrid.es,CentrosCulturales
1929,Centro_Cultural_Huerta_de_la_Salud,"De lunes a viernes, de 9:30 a 13:30 y de 16:30 a 20:30 horas. Verano y San Isidro, de lunes a viernes de 8 a 15 horas.  Fuera de este horario, el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / Auditorio: aforo completo 114 plazas Zona wifi,Metro_de_Madrid,San Lorenzo (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc581e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_MAR_DE_LAS_ANTILLAS,V,8,MADRID,MADRID,28033,4,PINAR_DEL_REY,16,HORTALEZA,445279,4480662,40.47484735634347,-3.645543866498554,913825309,cultuhortaleza@madrid.es,CentrosCulturales
6017747,Centro_Cultural_Jose_Luis_Lopez_Vazquez,"De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio  Salón de actos / auditorio (aforo: 194 butacas) 12 aulas Zona wifi,,,,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,CALLE__DE_FEBRERO,V,4,MADRID,MADRID,28022,6,REJAS,20,SAN_BLAS-CANILLEJAS,451431,4477510,40.446826729909155,-3.5727382893523254,913293900,ccjllopezvazquez@madrid.es,CentrosCulturales
142944,Centro_Cultural_Jose_Luis_Sampedro,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Cerrado sábados y domingos.   Horarios de apertura y atención al público:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.",4 salas de ensayos. Sala de exposiciones. Sala de lectura y estudio.  Salón de actos y auditorio.  6 aulas. Zona WIFI. 2 gimnasios.,Metro_de_Madrid,Línea 6. Estaciones- Lucero y Laguna.,Cercanias__Renfe,Línea C 5. Estación-Laguna.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd3fba61e681c010VgnVCM1000000b205a0aRCRD,CALLE__DE_CASTROSERNA,V,4,MADRID,MADRID,28047,3,LUCERO,10,LATINA,436432,4472601,40.40159394334669,-3.749110841406562,915267820_915267821,cclucero@madrid.es,CentrosCulturales
1919,Centro_Cultural_Juan_Genoves,De lunes a viernes de 9 a 15 y de 15:30 a 21:30 horas. Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de exposiciones  7 aulas  Auditorio: aforo 300 butacas,,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13153d0b5e71c010VgnVCM1000000b205a0aRCRD,TRAVESIA__DE_CANO,V,5,MADRID,MADRID,28023,7,ARAVACA,9,MONCLOA-ARAVACA,433328,4478964,40.45867841791346,-3.7863499043313373,917401596,ccjgenoves@madrid.es,CentrosCulturales
1913,Centro_Cultural_Juan_Gris,"Lunes, martes y jueves, de 9:30 a 13:30 horas. Lunes y martes, de 15:30 a 17:15 horas. Verano, Lunes, martes y jueves de 9.30 a 13.30 horas.  Semana San Isidro: lunes, martes y jueves de 9.30 a 13.30 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",3 aulas. Zona wifi.,Metro_de_Madrid,Francos Rodríguez (línea 7).,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79a81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_FRANCOS_RODRIGUEZ,V,100,MADRID,MADRID,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,439610,4478821,40.45786266126019,-3.712247606973967,914507865,ccjuangris@madrid.es,CentrosCulturales
1911,Centro_Cultural_Julio_Cortazar,"Lunes a jueves, de 9:15 a 14 horas y de 17 a 19 horas. Viernes, de 9:15 a 14 horas.  Verano, de lunes a viernes de 9:15 a 14 horas. Martes y jueves, de 17 a 19 horas. Semana San Isidro, de lunes a jueves de 9:15 a 14 horas y de 17 a 18 horas. Viernes, de 9:15 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones. Sala de lectura y estudio. Salón de actos / auditorio: Aforoo 144 personas 6 aulas. Zona wifi.,Metro_de_Madrid,Valdezarza (línea 7) y Antonio Machado (línea 7),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfc81e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_ANTONIO_MACHADO,V,20,MADRID,MADRID,28035,4,VALDEZARZA,9,MONCLOA-ARAVACA,438998,4479816,40.46678417843686,-3.7195598670929315,913734375,ccjcortazar@madrid.es,CentrosCulturales
1951,Centro_Cultural_la_Elipa,"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de  9 a 14 horas. Julio, de lunes a viernes, de 9 a 15 horas. Septiembre, de lunes a viernes, de 9 a 22 horas. Agosto cerrado. Semana de San Isidro, de lunes a viernes, de 9 a 22 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 250 personas) 8 aulas Zona wifi,Metro_de_Madrid,La Elipa (línea 2).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_SANTA_FELICIDAD,V,39,MADRID,MADRID,28017,1,VENTAS,15,CIUDAD_LINEAL,444825,4475074,40.42446957496409,-3.6504201407465917,914055312,ccelipa@madrid.es,CentrosCulturales
1917,Centro_Cultural_La_Vaguada,Centro: De lunes a viernes de 08:00 a 22:00h y sábados de 09:30 a 21:30h. Secretaría: de lunes a jueves de 9 a 14 y de 16 a 19 horas.,Sala de exposiciones Salón de actos / auditorio 7 aulas Zona wifi,Metro_de_Madrid,Barrio del Pilar (línea 9).,Bus__Madrid,"49 , 83 , 128 , 132 , 137",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA__DE_MONFORTE_DE_LEMOS,V,38,MADRID,MADRID,28029,4,EL_PILAR,8,FUENCARRAL-EL_PARDO,439894,4481167,40.47900813206291,-3.709138377702435,915886883,cclavaguada@madrid.es,CentrosCulturales
4606802,Centro_Cultural_Las_Californias,De 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.,Sala de lectura y estudio. Salón de actos / auditorio (aforo 80 personas). 4 aulas. Zona wifi. 2 máquinas de vending. Atención básica en lengua de signos.,Metro_de_Madrid,"Puente de Vallecas (línea 1) , Mendez Álvaro (línea 6)",,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c875993dc63110VgnVCM1000000b205a0aRCRD,CALLE__DE_LUIS_PEIDRO,V,2,MADRID,MADRID,28007,2,ADELFAS,3,RETIRO,442812,4472042,40.397021560779024,-3.6738766514153163,915016942,cclascalifornias@madrid.es,CentrosCulturales
1918,Centro_Cultural_Lavapies,"De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.   Julio y septiembre, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 80 personas) 6 aulas Zona wifi,Metro_de_Madrid,Lavapiés (línea 3).,Bus__Madrid,M1,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_OLIVAR,V,46,MADRID,MADRID,28012,2,EMBAJADORES,1,CENTRO,440474,4473465,40.40967898937472,-3.7015569791252063,915060712,cclavapies@madrid.es,CentrosCulturales
1938,Centro_Cultural_Lope_de_Vega,"Lunes a viernes, de 9 a 13:45 horas y de 17 a 18:45 horas. Verano, de lunes a viernes de 8:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio (Aforo: 41 personas) Salón de actos / auditorio (Aforo: 260 personas) Salas de ensayo 7 Aulas Zona wifi,Cercanias_Renfe,Asamblea de Madrid-Entrevías (línea C2).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_CONCEJO_DE_TEVERGA,V,1,MADRID,MADRID,28053,1,ENTREVIAS,13,PUENTE_DE_VALLECAS,442974,4470850,40.386296991431074,-3.671858416387963,917570580,cclopedevega@madrid.es,CentrosCulturales
1973,Centro_Cultural_Los_Rosales,El horario del Centro Cultural Los Rosales es de lunes a viernes de 8 a 22 h ininterrumpidamente y los sábados de 9:30 a 13:30 h.  Horario de Secretaría:    Horario de mañana: de lunes a viernes de 9:30 a 13:30 h. Horario de tarde: de lunes a jueves de 17 a 19 h. Durante el mes de julio el horario será de 9 a 14 h.,Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 193 butacas + 4 movilidad reducida. 9 aulas Zona Wifi,Cercanias_Renfe,Villaverde Bajo (línea C3 y C4).,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA__DE_LOS_ROSALES,V,133,MADRID,MADRID,28021,3,BUTARQUE,17,VILLAVERDE,442482,4466908,40.3507522003116,-3.677296127414198,917109273,cclosrosales@madrid.es,CentrosCulturales
6469004,Centro_Cultural_Mercado_de_Ibiza,"De lunes a viernes, de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",2 salas de lectura y estudio 6 aulas Zona wifi,Metro_de_Madrid,Ibiza (línea 9),Bus__Madrid,"2, 15, 26, 61, 63, 215, C2, 20, 152, C1",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeab973f50e7310VgnVCM1000000b205a0aRCRD,CALLE__DE_IBIZA,V,8,MADRID,MADRID,28009,4,IBIZA,3,RETIRO,442533,4474392,40.41817872037522,-3.677376337125393,915572601,ccibiza@madrid.es,CentrosCulturales
1933,Centro_Cultural_Meseta_de_Orcasitas,"De lunes a viernes, 9:30 a 13:30 y de 17 a 20 horas. Julio, de 9 a 14 horas.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 280 personas)  Salas de ensayo   Aulas  Zona wifi,Cercanias_Renfe,Orcasitas (C5),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbd91e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA__DE_ASOCIACION,V,1,MADRID,MADRID,28041,1,ORCASITAS,12,USERA,439882,4469031,40.36969488211539,-3.7081179166391824,913415677,ccmesetaorcasitas@madrid.es,CentrosCulturales
1955,Centro_Cultural_Miguel_Hernandez,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  Lunes a Viernes de 9 a 14 horas y de 16 a 18 horas.",Sala de exposiciones. Sala de lectura y estudio. Salón de actos y auditorio con aforo máximo para 154 personas.    7 aulas. Zona WIFI.,Bus_Madrid,"Líneas- 34, 39, 117 y 139.",Cercanias__Renfe,Línea C 5. Estación-Las Águilas.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=420a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_SERRADILLA,V,13,MADRID,MADRID,28044,7,LAS_AGUILAS,10,LATINA,433622,4470101,40.378853797128336,-3.7819616113032115,917066300_917108523,ccmiguelh@madrid.es,CentrosCulturales
1972,Centro_Cultural_Moncloa,"De lunes a viernes, de 9:30 a 13:30 y de 17 a 19 horas.   Verano: De lunes a viernes de 9:30 a 14 horas.   Semana de San Isidro: De lunes a viernes de 9:30 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 sala de exposiciones. Salón de actos / auditorio. Piano de media cola.,Metro_de_Madrid,"Moncloa (líneas 3, 6).",,,"2,4",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA__DE_MONCLOA,V,1,MADRID,MADRID,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439028,4476311,40.435209440386444,-3.718872513851534,,ccmoncloa@madrid.es,CentrosCulturales
1932,Centro_Cultural_Nicolas_Salmeron,"Horario de secretaría del centro cultural:  De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 15 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",1 Sala de exposiciones 1 Salón de actos / auditorio (aforo 234 personas)  20 aulas   Zona wifi,Metro_de_Madrid,"Concha Espina (línea 9), Prosperidad (línea 4), Cruz del Rayo (línea 9)",Bus__Madrid,"16, 29, 52",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_MANTUANO,V,51,MADRID,MADRID,28002,3,CIUDAD_JARDIN,5,CHAMARTIN,442658,4477740,40.44834125150792,-3.6761992414203526,915103751,ccnsalmeron@madrid.es,CentrosCulturales
1934,Centro_Cultural_Orcasur,"De lunes a jueves, de 10 a 14 y de 16:30 a 19:30 horas. Viernes, de 10 a 14 horas.   Julio, lunes a viernes, de 10 a 14 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.","1 salón de actos / auditorio. Aforo 255 personas 5 aulas Zona wifi 3 gimnasios, patio interior, espacio acristalado",Cercanias_Renfe,Orcasitas (C5),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b9a1e79ee71c010VgnVCM1000000b205a0aRCRD,PLAZA__DE_PUEBLO,V,2,MADRID,MADRID,28041,2,ORCASUR,12,USERA,440472,4468702,40.366772166148415,-3.70113521931168,913188090,ccorcasur@madrid.es,CentrosCulturales
1952,Centro_Cultural_Principe_de_Asturias,"De 8:30 a 22 horas, de lunes a viernes  Sábados: de 09 a 22 horas  Julio y agosto: De 8:30 a 21 horas de lunes a viernes, sábados cerrados.  Septiembre: De 09 a 22 horas de lunes a viernes, sábados cerrados.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 246 personas) 2 aulas Sala de ensayo (se utiliza el auditorio del centro) Gimnasio Máquinas vending Biblioteca de Ciudad Lineal ubicada en el Centro Cultural Zona wifi,Metro_de_Madrid,Ciudad Lineal (línea 5),,,"1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_HERMANOS_GARCIA_NOBLEJAS,V,14,MADRID,MADRID,28037,2,PUEBLO_NUEVO,15,CIUDAD_LINEAL,445948,4476395,40.43644651057092,-3.6372924261150033,917767810,ccprincipeasturias@madrid.es,CentrosCulturales
1920,Centro_Cultural_Puerta_de_Toledo,"De lunes a jueves, de 9 a 14 y de 15 a 17 horas. Viernes, de 9 a 13:30 horas. Jullio y septiembre de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (aforo 100 personas) 5 aulas Zona wifi,Metro_de_Madrid,Puerta de Toledo (línea 5).,Bus__Madrid,"17, 41, 18, 23, 35, C03, C2, 148, SE712, 3, C1",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA__DE_GRAN_VIA_DE_SAN_FRANCISCO,V,2,MADRID,MADRID,28005,1,PALACIO,1,CENTRO,439593,4473220,40.40741060830642,-3.7119168856897677,913662728,ccptoledo@madrid.es,CentrosCulturales
114978,Centro_Cultural_Quinta_del_Berro_-_Rafael_Altamira,"Horario secretaría:  De lunes a jueves, de 9 a 14 y de 15 a 18 horas. Viernes, de 9 a 14 horas.  Horario de San Isidro: de lunes a jueves de 9 a 14 hoas y de 15 a 18 horas. Viernes de 9 a 14 horas.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (planta baja) (aforo 65 personas) Aulas Zona wifi,,,,,"1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD,CALLE__DE_ENRIQUE_DALMONTE,V,1,MADRID,MADRID,28028,3,FUENTE_DEL_BERRO,4,SALAMANCA,443759,4474815,40.42206923419431,-3.6629608041639368,915570808,quintadelberro@madrid.es,CentrosCulturales
4703422,Centro_Cultural_San_Francisco_La_Prensa,"De lunes a jueves, de 10 a 13 y de 16:30 a 18 horas. Viernes, de 10 a 13 horas. Julio, de lunes a jueves, de 10 a 13 horas, Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Salón de actos / auditorio (aforo 216 personas) 6 aulas  Zona wifi 2 gimnasios,Metro_de_Madrid,San Francisco (línea 11),Bus__Madrid,108,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5787e842ec9a6110VgnVCM1000000b205a0aRCRD,CALLE__DE_ALISEDA,V,4,MADRID,MADRID,28025,5,PUERTA_BONITA,11,CARABANCHEL,437044,4469856,40.37691447788016,-3.7416256113806847,914284911,ccprensa@madrid.es,CentrosCulturales
1958,Centro_Cultural_San_Juan_Bautista,"De 9 a 22 horas, de lunes a sábados.  Julio: De 9 a 15 horas de lunes a viernes, sábados cerrados.  Agosto: cerrado.  Septiembre: De 9 a 22 horas de lunes a viernes, sábados cerrados.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo 277) 8 Aulas Zona wifi,Metro_de_Madrid,Avenida de la Paz (línea 4),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD,CALLE__DE_SAN_NEMESIO,V,4,MADRID,MADRID,28043,6,SAN_JUAN_BAUTISTA,15,CIUDAD_LINEAL,444202,4478162,40.45224710166,-3.658029027767765,914157705,ccsanjuanbautista@madrid.es,SalasEstudioLectura
115404,Centro_Cultural_Sara_Montiel,"Horario de verano:    Cerrado del 1 al 27 de agosto.   Julio, agosto y septiembre, de 9 a 21 horas de lunes a viernes. Sábados y domingos cerrado.   Horario de apertura del centro:  Lunes a Viernes de 9 a 21:30 horas. Sábados de 9 a 13:30 horas.  Horario de atención al público:  De lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.",Sala de exposiciones. Sala de lectura y estudio.  Salón de actos y auditorio con aforo máximo para 170 personas.  8 aulas. Zona WIFI.,Metro_de_Madrid,"Líneas 10, Metro Ligero 2 y Metro Ligero 3. Estación- Colonia Jardín.",Bus__Madrid,Línea 65 y línea H.,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD,CARRETERA__DE_BOADILLA_DEL_MONTE,V,40,MADRID,MADRID,28024,5,CAMPAMENTO,10,LATINA,434222,4472418,40.399764677637116,-3.775144917950534,915120890,ccsaramontiel@madrid.es,CentrosCulturales
1994,Centro_Cultural_Usera_1,"De lunes a viernes, de 9 a 13 y de 17 a 19 horas.  Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de exposiciones 4 aulas  1 sala de ensayo (aula sin insonorización)  Zona wifi,Metro_de_Madrid,Plaza Elíptica (línea 6),,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fb1e79ee71c010VgnVCM1000000b205a0aRCRD,AVENIDA__DE_RAFAELA_YBARRA,V,49,MADRID,MADRID,28026,7,PRADOLONGO,12,USERA,439635,4470301,40.381114597104194,-3.711149675992656,915887214,ccusera@madrid.es,CentrosCulturales
